Temperature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
34.4,33.8,70.7,Loamy,Potato,82,61,54,17-17-17
27.5,86.8,77.8,Loamy,Potato,102,83,27,17-17-17
23.2,67.7,50.5,Sandy,Barley,59,167,144,17-17-17
29.5,24.8,56.5,Red,Tobacco,194,291,56,17-17-17
17.4,72.0,76.1,Black,Mango,93,160,266,17-17-17
36.5,42.9,18.5,Loamy,Maize,147,221,241,28-28
34.6,36.5,10.9,Sandy,Millets,51,266,141,17-17-17
15.9,93.7,49.5,Red,Potato,297,99,271,17-17-17
39.3,61.1,18.1,Red,Tomato,277,256,258,17-17-17
18.2,49.5,39.8,Black,Maize,40,65,193,Urea
16.4,27.0,32.3,Loamy,Cotton,60,224,249,28-28
10.4,70.5,31.2,Red,Millets,258,90,97,17-17-17
27.4,36.1,10.7,Black,Pulses,186,218,109,17-17-17
30.3,73.3,64.0,Sandy,Cotton,69,215,96,28-28
16.8,27.0,85.5,Clayey,Coffee,128,269,98,17-17-17
42.2,46.4,13.3,Sandy,Tobacco,247,43,132,17-17-17
36.5,58.2,34.0,Sandy,Potato,247,44,103,17-17-17
43.0,88.2,48.6,Loamy,Oil seeds,93,260,109,17-17-17
17.9,73.1,63.7,Sandy,Pulses,103,74,102,17-17-17
20.6,21.9,15.1,Black,Potato,100,134,249,17-17-17
30.7,30.7,51.6,Red,Paddy,60,55,216,17-17-17
37.7,66.4,76.8,Clayey,Maize,156,99,80,28-28
19.5,49.0,70.2,Loamy,Banana,19,179,209,Urea
23.2,51.4,78.0,Loamy,Ground Nuts,109,60,27,17-17-17
23.2,83.9,56.1,Clayey,Maize,78,285,293,28-28
12.5,28.4,59.9,Red,Maize,210,25,170,28-28
32.9,82.0,81.2,Clayey,Oil seeds,59,51,177,17-17-17
16.9,91.4,81.8,Loamy,Pulses,124,17,152,10-26-26
28.1,44.9,11.6,Black,Pulses,60,78,117,17-17-17
14.0,30.7,48.7,Black,Millets,132,175,38,17-17-17
17.6,92.8,53.3,Red,Pulses,142,211,250,17-17-17
11.8,42.0,46.9,Red,Paddy,202,145,294,17-17-17
15.3,93.4,56.8,Red,Potato,242,253,206,17-17-17
18.3,26.9,18.3,Red,Tomato,94,300,219,17-17-17
28.6,80.4,67.8,Loamy,Banana,133,287,148,17-17-17
10.3,64.1,79.3,Loamy,Paddy,280,10,52,20-20
27.2,28.8,68.7,Clayey,Oil seeds,27,126,173,Urea
13.3,43.3,71.7,Clayey,Pulses,125,186,2,DAP
23.0,50.5,40.1,Sandy,Tobacco,217,144,135,17-17-17
25.4,23.7,56.7,Clayey,Tobacco,66,272,4,DAP
44.7,61.0,61.8,Sandy,Coffee,91,283,243,17-17-17
38.0,79.4,65.8,Loamy,Tomato,267,3,182,10-26-26
21.2,58.4,69.5,Sandy,Potato,42,197,17,DAP
21.4,88.8,11.1,Loamy,Millets,211,259,139,17-17-17
35.4,60.2,88.5,Clayey,Pulses,82,151,5,DAP
15.2,65.6,76.5,Red,Pulses,61,30,277,17-17-17
40.5,49.2,50.9,Black,Potato,211,206,82,17-17-17
15.0,84.7,49.8,Clayey,Tomato,195,295,261,17-17-17
38.3,89.8,54.6,Loamy,Ground Nuts,29,152,88,Urea
18.0,71.2,25.6,Clayey,Ground Nuts,7,257,206,Urea
36.2,69.5,54.9,Clayey,Paddy,289,64,137,17-17-17
17.1,27.7,51.7,Sandy,Mango,3,40,278,Urea
21.7,79.9,68.0,Sandy,Oil seeds,144,118,183,17-17-17
33.8,85.2,71.6,Black,Mango,268,253,93,17-17-17
14.5,77.9,38.7,Loamy,Mango,208,92,95,17-17-17
37.1,70.3,40.8,Loamy,Millets,5,11,18,14-35-14
38.7,94.8,25.8,Loamy,Wheat,194,133,264,17-17-17
42.1,77.7,68.9,Black,Cotton,29,62,290,Urea
43.9,41.8,34.3,Clayey,Barley,251,109,161,17-17-17
17.8,72.9,42.5,Red,Maize,98,17,246,10-26-26
43.2,40.4,83.0,Clayey,Sugarcane,44,290,19,DAP
10.9,73.1,68.7,Red,Coffee,18,245,102,Urea
34.2,85.6,42.3,Sandy,Coffee,291,89,16,DAP
33.2,55.8,68.9,Sandy,Maize,183,248,289,28-28
34.5,37.9,14.6,Black,Paddy,67,101,76,17-17-17
27.9,90.1,68.4,Sandy,Mango,132,24,196,10-26-26
40.6,54.9,18.3,Sandy,Banana,67,121,214,17-17-17
22.8,59.5,58.4,Clayey,Sugarcane,287,1,248,20-20
20.5,76.5,18.2,Loamy,Barley,256,152,248,17-17-17
44.0,59.2,25.0,Loamy,Millets,278,223,72,17-17-17
37.2,57.6,72.7,Red,Tomato,14,278,92,Urea
19.6,68.9,62.4,Red,Sugarcane,159,170,288,17-17-17
40.8,75.2,35.2,Black,Cotton,208,105,287,28-28
12.7,69.7,82.1,Red,Oil seeds,263,262,216,17-17-17
41.9,43.3,15.6,Loamy,Potato,53,35,169,17-17-17
28.5,27.5,46.0,Clayey,Oil seeds,160,229,265,17-17-17
26.9,26.6,74.2,Sandy,Sugarcane,109,122,129,17-17-17
20.8,77.7,11.8,Sandy,Mango,233,190,295,17-17-17
34.6,21.5,12.2,Black,Tobacco,177,71,43,17-17-17
41.3,68.7,15.1,Sandy,Oil seeds,267,162,253,17-17-17
15.9,63.3,44.9,Sandy,Ground Nuts,118,47,185,17-17-17
32.6,30.3,27.9,Clayey,Potato,144,131,34,17-17-17
31.6,48.9,63.1,Loamy,Wheat,94,229,290,17-17-17
38.6,85.6,26.8,Loamy,Tobacco,97,176,6,DAP
43.5,23.6,42.1,Sandy,Potato,187,193,187,17-17-17
17.0,59.3,45.8,Sandy,Pulses,128,63,96,17-17-17
25.7,93.2,75.6,Loamy,Coffee,54,216,120,17-17-17
24.1,24.6,34.8,Clayey,Mango,213,234,246,17-17-17
37.8,21.0,75.6,Red,Cotton,100,122,250,28-28
43.8,39.1,15.4,Black,Coffee,157,64,148,17-17-17
36.4,55.0,70.6,Red,Coffee,44,94,71,Urea
35.6,38.4,44.0,Black,Mango,67,250,34,17-17-17
43.1,72.4,10.8,Sandy,Banana,166,59,273,17-17-17
39.9,75.3,40.3,Black,Cotton,262,130,268,28-28
33.4,94.2,75.7,Sandy,Pulses,246,243,194,17-17-17
32.0,45.7,44.3,Black,Pulses,249,78,288,17-17-17
18.6,22.0,10.6,Red,Tobacco,71,99,240,17-17-17
44.1,23.7,16.6,Loamy,Oil seeds,283,97,175,17-17-17
31.6,73.3,34.7,Red,Cotton,86,115,157,28-28
41.6,49.4,77.5,Red,Tobacco,59,101,265,17-17-17
13.6,39.9,75.3,Black,Tobacco,189,45,127,17-17-17
20.3,39.9,62.5,Black,Pulses,268,85,291,17-17-17
36.4,27.6,87.1,Sandy,Banana,205,65,232,17-17-17
33.8,51.0,61.8,Clayey,Coffee,22,86,285,Urea
30.6,84.8,12.0,Black,Pulses,58,173,167,17-17-17
39.4,45.6,20.7,Red,Oil seeds,274,10,171,10-26-26
33.2,29.8,28.9,Sandy,Oil seeds,293,290,192,17-17-17
24.0,87.3,15.8,Black,Millets,252,8,26,10-26-26
16.7,78.0,36.4,Black,Oil seeds,217,200,80,17-17-17
38.7,51.2,67.3,Sandy,Tobacco,244,277,200,17-17-17
14.3,56.4,22.8,Sandy,Sugarcane,35,99,265,Urea
20.5,64.4,47.8,Black,Millets,119,95,248,17-17-17
39.6,26.7,41.2,Red,Cotton,5,229,261,Urea
24.6,22.5,30.4,Black,Banana,283,174,79,17-17-17
33.7,84.2,66.5,Red,Pulses,74,66,93,17-17-17
31.6,33.0,16.0,Red,Banana,294,235,230,17-17-17
13.8,61.8,47.4,Sandy,Mango,288,49,247,17-17-17
19.8,76.2,76.6,Sandy,Cotton,283,63,150,28-28
17.6,78.5,25.5,Red,Mango,110,278,264,17-17-17
10.9,29.5,46.4,Black,Millets,227,286,153,17-17-17
24.6,59.4,86.2,Loamy,Coffee,8,11,97,17-17-17
11.6,66.2,40.3,Black,Tobacco,4,293,238,Urea
29.5,64.5,36.6,Red,Paddy,141,233,250,17-17-17
32.5,32.5,63.6,Red,Tobacco,179,135,271,17-17-17
26.0,80.1,44.2,Red,Paddy,37,18,214,20-20
23.7,81.5,12.4,Sandy,Tomato,233,87,300,17-17-17
24.4,86.7,25.9,Loamy,Banana,7,46,36,Urea
17.8,24.4,17.2,Loamy,Oil seeds,234,177,125,17-17-17
30.4,86.8,17.2,Black,Banana,54,286,235,17-17-17
39.0,77.4,13.1,Loamy,Pulses,56,138,272,17-17-17
22.0,68.4,28.5,Loamy,Barley,15,242,102,Urea
32.0,66.4,87.3,Sandy,Millets,288,0,30,10-26-26
18.8,20.1,18.8,Sandy,Coffee,279,283,286,17-17-17
26.6,42.3,68.5,Clayey,Potato,8,257,277,Urea
35.9,30.6,37.8,Black,Oil seeds,186,280,62,17-17-17
44.9,36.7,66.0,Sandy,Banana,60,184,102,17-17-17
26.8,62.7,58.1,Clayey,Mango,161,242,16,DAP
24.7,46.1,16.9,Sandy,Cotton,202,30,293,28-28
21.6,91.3,64.7,Black,Banana,120,94,239,17-17-17
24.2,64.5,47.8,Sandy,Maize,200,108,161,28-28
25.8,33.4,27.9,Clayey,Wheat,185,107,164,17-17-17
30.0,71.7,88.5,Black,Wheat,107,185,237,17-17-17
33.5,92.5,30.5,Red,Barley,5,219,21,Urea
28.4,46.2,70.0,Sandy,Potato,166,147,115,17-17-17
29.6,43.0,13.3,Black,Tobacco,129,104,239,17-17-17
13.7,44.7,25.1,Loamy,Coffee,204,170,194,17-17-17
21.9,71.5,48.2,Red,Pulses,282,142,206,17-17-17
27.8,77.5,70.1,Sandy,Tobacco,275,230,225,17-17-17
22.2,73.4,56.6,Red,Paddy,191,124,122,17-17-17
12.8,39.3,28.6,Sandy,Tobacco,201,155,176,17-17-17
44.6,67.1,84.3,Sandy,Ground Nuts,66,144,214,17-17-17
27.8,37.0,66.0,Clayey,Paddy,150,56,82,17-17-17
15.9,71.0,35.4,Loamy,Sugarcane,98,202,241,17-17-17
33.9,54.1,75.8,Loamy,Mango,225,53,59,17-17-17
10.9,36.3,48.3,Sandy,Pulses,79,39,14,DAP
21.6,21.8,71.5,Loamy,Maize,203,257,210,28-28
24.6,84.5,87.6,Clayey,Maize,95,55,97,28-28
28.7,50.7,62.4,Loamy,Cotton,126,228,102,28-28
38.3,68.9,77.3,Black,Coffee,71,75,94,17-17-17
27.9,71.1,20.4,Loamy,Millets,44,70,211,Urea
44.0,91.6,28.2,Red,Mango,14,230,7,28-28
42.1,37.7,31.3,Red,Banana,74,91,223,17-17-17
37.5,63.7,30.6,Loamy,Barley,205,118,30,17-17-17
36.9,25.6,71.0,Loamy,Barley,119,269,81,17-17-17
38.6,71.0,22.3,Clayey,Millets,67,133,299,17-17-17
24.5,28.8,14.9,Red,Tobacco,233,174,10,DAP
21.3,50.9,66.8,Sandy,Paddy,285,9,43,20-20
10.8,70.5,54.1,Sandy,Cotton,192,158,144,28-28
37.2,86.8,52.3,Black,Tomato,127,241,139,17-17-17
25.9,82.6,31.2,Loamy,Mango,131,31,280,17-17-17
40.3,43.3,17.1,Clayey,Tobacco,241,26,244,17-17-17
26.1,77.3,17.1,Black,Tobacco,117,274,157,17-17-17
10.2,33.7,27.5,Black,Millets,255,151,197,17-17-17
10.6,81.0,29.2,Red,Tobacco,140,292,119,17-17-17
39.8,48.4,82.7,Black,Maize,15,285,256,Urea
28.7,23.3,86.6,Clayey,Cotton,12,46,44,Urea
16.4,59.0,26.6,Clayey,Pulses,270,253,200,17-17-17
40.0,21.1,60.0,Clayey,Pulses,138,235,99,17-17-17
42.5,54.7,40.6,Loamy,Sugarcane,132,139,207,17-17-17
43.3,75.1,87.7,Loamy,Sugarcane,124,225,133,17-17-17
44.0,24.5,78.5,Black,Wheat,300,94,86,17-17-17
28.1,81.8,48.8,Red,Banana,139,253,12,DAP
23.2,32.0,74.0,Loamy,Coffee,58,261,127,17-17-17
42.0,30.3,50.3,Clayey,Cotton,174,159,217,28-28
43.8,56.2,54.2,Black,Sugarcane,129,42,2,DAP
14.6,32.9,79.1,Sandy,Cotton,157,106,3,DAP
28.4,60.2,13.4,Black,Sugarcane,19,83,211,Urea
14.6,46.2,49.5,Sandy,Ground Nuts,116,27,123,17-17-17
21.3,85.3,84.9,Clayey,Pulses,118,28,136,17-17-17
33.3,24.7,14.3,Sandy,Ground Nuts,214,57,230,17-17-17
28.1,71.7,62.0,Sandy,Cotton,88,96,270,28-28
40.7,26.1,74.0,Loamy,Paddy,203,26,277,17-17-17
33.3,38.4,46.5,Red,Tobacco,155,178,228,17-17-17
44.6,73.7,44.0,Clayey,Banana,75,215,203,17-17-17
18.0,48.5,57.4,Clayey,Mango,300,191,259,17-17-17
23.3,45.3,77.2,Sandy,Ground Nuts,197,196,38,17-17-17
39.0,31.1,44.8,Black,Tobacco,76,38,231,17-17-17
38.9,35.3,27.5,Loamy,Banana,134,268,172,17-17-17
23.9,82.2,43.7,Loamy,Mango,145,258,163,17-17-17
30.1,47.1,38.1,Red,Millets,105,42,244,17-17-17
20.5,82.9,72.7,Sandy,Potato,265,102,62,17-17-17
12.7,66.4,49.1,Clayey,Cotton,26,186,223,Urea
40.5,49.7,79.7,Sandy,Cotton,297,20,298,10-26-26
24.4,64.7,58.5,Black,Maize,23,59,83,Urea
21.1,73.6,75.2,Loamy,Barley,85,266,74,17-17-17
14.7,44.8,13.6,Red,Pulses,41,61,149,Urea
11.0,85.8,88.2,Black,Wheat,220,170,130,17-17-17
37.6,83.6,18.2,Sandy,Potato,59,67,214,17-17-17
20.7,53.6,47.9,Clayey,Maize,248,58,110,28-28
36.5,25.7,22.3,Sandy,Oil seeds,223,85,220,17-17-17
41.5,86.1,69.8,Loamy,Coffee,155,52,109,17-17-17
14.3,30.7,51.6,Clayey,Millets,150,121,116,17-17-17
14.5,49.0,80.6,Clayey,Tobacco,73,24,148,10-26-26
19.8,78.1,26.7,Sandy,Coffee,169,31,188,17-17-17
30.4,54.6,73.4,Red,Tobacco,224,227,41,17-17-17
21.8,75.1,54.6,Loamy,Millets,116,161,38,17-17-17
19.5,41.6,65.9,Black,Ground Nuts,111,201,233,17-17-17
11.5,30.3,48.9,Sandy,Maize,123,248,37,28-28
31.4,54.7,30.5,Black,Tobacco,16,79,247,Urea
40.4,76.6,31.3,Loamy,Wheat,190,271,152,17-17-17
12.3,74.3,61.2,Clayey,Wheat,191,248,90,17-17-17
29.1,90.4,82.1,Black,Maize,257,58,15,DAP
42.8,94.9,44.7,Clayey,Sugarcane,122,3,62,20-20
18.5,29.3,38.2,Sandy,Coffee,74,166,253,17-17-17
10.3,90.9,53.8,Loamy,Cotton,55,281,72,28-28
40.9,30.5,20.2,Red,Tomato,35,240,8,DAP
40.4,42.9,37.2,Black,Cotton,277,93,206,28-28
44.6,21.2,42.9,Black,Tobacco,97,265,192,17-17-17
21.1,93.3,88.2,Black,Ground Nuts,3,43,101,Urea
21.7,69.0,40.7,Black,Paddy,109,105,278,17-17-17
26.1,28.7,24.6,Black,Sugarcane,119,142,298,17-17-17
22.2,21.4,73.9,Clayey,Oil seeds,221,287,199,17-17-17
22.2,39.2,67.7,Clayey,Banana,246,22,243,10-26-26
39.0,83.7,77.9,Clayey,Paddy,119,197,119,17-17-17
31.3,78.6,75.8,Sandy,Mango,9,147,68,Urea
35.0,23.1,45.4,Loamy,Sugarcane,195,159,33,17-17-17
43.7,43.6,38.4,Sandy,Tobacco,263,104,113,17-17-17
35.3,77.4,44.5,Black,Potato,100,283,178,17-17-17
41.8,81.1,55.1,Loamy,Maize,194,92,291,28-28
37.1,73.6,54.2,Clayey,Ground Nuts,193,8,157,10-26-26
16.9,76.2,36.9,Loamy,Pulses,110,247,202,17-17-17
25.1,35.3,17.0,Sandy,Pulses,59,154,204,17-17-17
22.8,38.2,60.9,Clayey,Coffee,204,85,59,17-17-17
24.7,92.0,35.5,Black,Cotton,6,13,139,28-28
18.5,78.8,45.4,Sandy,Coffee,125,282,33,17-17-17
24.5,66.1,30.7,Red,Mango,79,59,85,17-17-17
22.2,67.6,27.1,Red,Maize,179,149,83,28-28
13.5,48.5,51.2,Sandy,Banana,205,184,46,17-17-17
20.6,46.5,41.3,Red,Cotton,123,254,152,28-28
15.0,33.1,66.6,Black,Wheat,142,248,16,DAP
41.6,32.3,35.3,Clayey,Tomato,134,155,73,17-17-17
14.3,57.2,63.6,Red,Tomato,13,1,22,14-35-14
42.1,94.7,62.4,Red,Coffee,82,34,222,17-17-17
31.3,83.4,83.4,Clayey,Wheat,218,193,216,17-17-17
25.7,51.6,20.5,Red,Mango,173,112,200,17-17-17
40.8,74.4,47.8,Clayey,Millets,31,112,253,Urea
34.0,93.9,21.0,Red,Millets,289,180,118,17-17-17
11.8,86.7,47.7,Loamy,Paddy,49,73,156,Urea
31.3,87.4,63.8,Red,Coffee,143,184,283,17-17-17
15.9,53.9,89.6,Sandy,Ground Nuts,104,65,35,17-17-17
13.1,77.5,83.5,Black,Mango,75,37,145,17-17-17
25.5,26.9,81.1,Clayey,Ground Nuts,107,1,44,10-26-26
38.6,78.1,21.9,Red,Barley,185,157,259,17-17-17
32.9,74.9,71.9,Red,Tobacco,176,36,179,17-17-17
30.9,20.1,30.7,Loamy,Banana,269,245,268,17-17-17
31.4,85.6,57.5,Loamy,Barley,273,113,232,17-17-17
39.6,23.7,49.6,Clayey,Ground Nuts,71,32,200,17-17-17
16.1,22.5,89.1,Clayey,Paddy,217,171,206,17-17-17
20.5,66.8,52.0,Clayey,Pulses,270,54,229,17-17-17
13.4,67.7,22.4,Loamy,Sugarcane,251,251,196,17-17-17
42.3,74.4,71.6,Loamy,Oil seeds,236,227,99,17-17-17
10.1,64.6,86.2,Loamy,Tomato,16,4,284,17-17-17
43.7,36.1,61.9,Loamy,Maize,158,114,273,28-28
40.2,45.4,17.9,Clayey,Sugarcane,93,163,28,17-17-17
16.3,92.7,33.5,Clayey,Millets,158,41,10,DAP
27.8,74.5,38.0,Black,Coffee,59,159,291,17-17-17
13.2,73.3,40.9,Clayey,Banana,224,39,152,17-17-17
21.0,60.5,18.5,Sandy,Banana,244,31,170,17-17-17
13.4,42.2,44.2,Clayey,Pulses,265,97,64,17-17-17
15.1,39.3,30.5,Loamy,Cotton,231,177,108,28-28
44.6,45.7,66.4,Red,Paddy,126,227,27,17-17-17
39.6,51.3,83.2,Sandy,Cotton,296,144,24,DAP
20.3,28.4,67.4,Loamy,Ground Nuts,116,95,10,DAP
27.5,94.5,64.5,Clayey,Cotton,294,144,155,28-28
34.4,32.8,12.1,Red,Cotton,174,17,110,10-26-26
23.0,72.9,56.7,Loamy,Tomato,42,26,81,Urea
27.2,50.4,67.8,Clayey,Tobacco,215,15,123,10-26-26
32.3,45.4,76.7,Red,Maize,39,68,268,Urea
11.3,25.4,34.5,Sandy,Maize,226,266,203,28-28
41.8,85.3,26.7,Sandy,Tomato,4,144,291,Urea
29.0,61.5,64.8,Black,Ground Nuts,10,191,68,Urea
43.0,25.3,48.1,Loamy,Banana,238,272,290,17-17-17
24.8,44.7,75.2,Sandy,Coffee,294,99,181,17-17-17
30.6,35.4,58.8,Red,Tobacco,63,82,175,17-17-17
19.2,91.9,26.8,Red,Potato,202,44,39,17-17-17
29.4,90.0,64.1,Loamy,Ground Nuts,279,87,49,17-17-17
31.0,83.4,52.7,Red,Millets,276,214,193,17-17-17
19.0,92.6,81.0,Red,Ground Nuts,44,255,223,Urea
13.1,84.1,56.3,Loamy,Potato,158,224,11,DAP
13.5,68.3,67.7,Loamy,Sugarcane,114,103,287,17-17-17
39.5,87.4,32.3,Loamy,Maize,246,246,293,28-28
21.5,46.0,43.3,Loamy,Wheat,17,55,168,Urea
14.8,93.9,11.4,Black,Oil seeds,245,51,138,17-17-17
20.6,84.5,53.5,Black,Pulses,5,223,198,Urea
42.6,59.7,32.1,Loamy,Pulses,3,276,292,Urea
37.5,29.1,64.3,Clayey,Mango,281,115,144,17-17-17
33.9,84.5,40.0,Loamy,Coffee,137,212,105,17-17-17
12.9,20.0,19.6,Black,Barley,89,264,189,17-17-17
11.6,67.6,16.9,Black,Banana,226,133,173,17-17-17
26.3,67.6,22.8,Clayey,Coffee,50,233,275,17-17-17
26.2,72.6,72.7,Red,Wheat,258,249,280,17-17-17
24.3,64.3,32.7,Loamy,Millets,1,215,0,28-28
22.4,49.6,83.3,Loamy,Mango,42,128,121,Urea
40.1,67.4,11.4,Clayey,Oil seeds,129,253,80,17-17-17
21.5,20.7,86.4,Sandy,Pulses,195,98,259,17-17-17
41.7,25.0,52.2,Black,Paddy,115,78,257,17-17-17
35.8,73.7,52.7,Red,Mango,224,211,15,DAP
31.3,28.9,60.4,Sandy,Millets,24,168,49,Urea
26.2,75.0,88.0,Clayey,Ground Nuts,169,87,178,17-17-17
14.6,73.1,13.1,Black,Barley,135,29,186,17-17-17
18.9,33.7,29.5,Clayey,Oil seeds,157,109,70,17-17-17
39.8,75.1,61.5,Sandy,Pulses,48,198,184,Urea
14.8,58.3,25.6,Red,Barley,53,224,151,17-17-17
19.8,57.0,36.2,Red,Tobacco,41,73,160,Urea
31.9,86.6,61.0,Loamy,Mango,286,217,158,17-17-17
32.9,37.6,28.2,Red,Ground Nuts,85,267,132,17-17-17
40.4,29.0,67.7,Black,Millets,252,82,28,17-17-17
19.2,38.3,68.8,Black,Tobacco,232,222,236,17-17-17
20.3,91.5,51.6,Sandy,Millets,188,44,254,17-17-17
44.8,31.2,44.2,Red,Wheat,297,185,154,17-17-17
44.2,86.6,74.6,Black,Coffee,193,258,24,DAP
31.7,83.8,28.6,Red,Potato,92,10,140,10-26-26
17.9,94.0,48.0,Sandy,Cotton,123,10,221,10-26-26
18.9,35.2,32.1,Black,Mango,87,133,227,17-17-17
11.4,23.2,80.9,Red,Wheat,140,134,73,17-17-17
23.1,51.6,54.7,Loamy,Millets,68,199,61,17-17-17
33.7,28.7,74.8,Black,Ground Nuts,231,207,213,17-17-17
34.1,40.8,55.9,Black,Tobacco,258,265,208,17-17-17
15.3,52.2,66.1,Red,Coffee,123,129,237,17-17-17
33.2,47.6,85.6,Red,Mango,76,291,182,17-17-17
36.8,33.6,26.1,Loamy,Barley,109,129,166,17-17-17
42.6,24.3,19.5,Black,Millets,187,146,276,17-17-17
28.0,21.9,18.5,Red,Oil seeds,78,192,147,17-17-17
28.5,94.3,73.3,Black,Barley,4,235,235,Urea
37.4,34.2,12.9,Clayey,Tobacco,107,21,32,10-26-26
37.0,27.0,72.4,Sandy,Banana,43,38,184,Urea
13.0,58.8,22.8,Red,Tomato,22,173,198,Urea
16.5,42.7,49.7,Sandy,Wheat,206,274,171,17-17-17
31.2,61.4,45.1,Clayey,Barley,216,250,116,17-17-17
14.2,60.3,76.8,Red,Cotton,194,86,266,28-28
21.6,38.2,25.7,Red,Tobacco,226,195,118,17-17-17
20.8,54.6,64.4,Loamy,Ground Nuts,4,227,140,Urea
25.7,74.3,86.9,Clayey,Pulses,177,84,81,17-17-17
41.3,41.7,21.1,Loamy,Sugarcane,93,99,47,17-17-17
22.8,82.1,35.0,Red,Tomato,286,95,23,DAP
23.1,46.0,29.6,Red,Cotton,63,126,242,28-28
22.5,20.5,10.5,Clayey,Coffee,251,258,156,17-17-17
33.5,32.4,59.2,Loamy,Sugarcane,28,28,40,Urea
23.4,62.9,90.0,Black,Wheat,188,180,93,17-17-17
19.1,20.3,28.1,Red,Banana,212,187,114,17-17-17
16.9,47.1,24.5,Black,Maize,100,44,218,28-28
33.0,60.5,43.9,Loamy,Wheat,233,194,7,DAP
35.5,60.5,80.2,Black,Pulses,107,264,202,17-17-17
25.7,94.6,13.7,Black,Paddy,94,102,129,17-17-17
29.4,74.9,43.9,Black,Mango,288,28,205,17-17-17
12.5,32.8,48.1,Black,Coffee,245,108,198,17-17-17
33.2,72.8,61.6,Sandy,Barley,74,149,241,17-17-17
39.9,30.4,40.9,Sandy,Oil seeds,65,116,57,17-17-17
30.6,55.9,53.4,Black,Tobacco,107,270,286,17-17-17
34.6,47.9,35.4,Loamy,Cotton,244,171,44,28-28
20.5,78.8,35.0,Sandy,Tobacco,238,107,67,17-17-17
31.7,34.4,27.2,Black,Coffee,15,221,238,Urea
18.1,89.0,41.2,Red,Coffee,49,189,11,DAP
41.1,91.4,84.8,Red,Oil seeds,213,174,286,17-17-17
14.3,46.6,10.8,Sandy,Sugarcane,150,277,267,17-17-17
38.8,75.7,66.4,Loamy,Banana,122,298,41,17-17-17
24.8,60.2,29.2,Black,Potato,34,75,135,Urea
33.4,66.1,72.1,Clayey,Ground Nuts,194,282,101,17-17-17
40.6,43.3,76.4,Red,Wheat,120,0,168,20-20
32.9,70.8,49.3,Sandy,Mango,230,274,14,DAP
43.1,58.9,68.6,Loamy,Cotton,252,54,21,DAP
33.3,26.5,88.5,Clayey,Millets,135,69,245,17-17-17
16.0,80.3,30.1,Clayey,Maize,277,114,94,28-28
21.8,66.8,40.9,Black,Paddy,21,4,82,20-20
17.0,50.5,53.5,Clayey,Coffee,18,141,86,Urea
24.6,20.1,14.3,Clayey,Barley,71,66,265,17-17-17
24.0,59.2,51.2,Black,Paddy,220,157,192,17-17-17
43.2,28.7,27.0,Red,Mango,242,271,8,DAP
27.6,71.2,50.4,Clayey,Maize,40,271,300,Urea
21.7,48.3,66.7,Red,Maize,126,99,204,28-28
36.5,78.8,52.7,Red,Coffee,28,211,121,Urea
14.2,72.0,89.4,Sandy,Mango,231,264,42,17-17-17
28.8,73.7,63.0,Red,Paddy,280,88,237,17-17-17
40.1,83.3,80.0,Black,Wheat,199,194,255,17-17-17
42.1,29.7,42.3,Loamy,Tobacco,127,250,30,17-17-17
37.1,31.1,43.3,Loamy,Paddy,52,24,221,20-20
43.3,34.2,70.0,Sandy,Potato,277,276,293,17-17-17
25.6,20.2,66.9,Red,Tomato,184,130,161,17-17-17
44.7,84.0,86.3,Loamy,Banana,44,102,136,Urea
17.4,77.4,56.6,Black,Potato,144,267,67,17-17-17
35.3,22.5,70.2,Sandy,Potato,193,205,288,17-17-17
42.1,33.3,42.3,Loamy,Ground Nuts,146,21,195,10-26-26
24.4,62.5,80.8,Loamy,Potato,207,216,274,17-17-17
21.6,32.3,50.2,Red,Barley,163,57,126,17-17-17
27.2,35.0,78.4,Sandy,Barley,60,241,234,17-17-17
39.7,25.9,82.3,Red,Banana,21,121,16,DAP
24.2,37.5,37.8,Red,Paddy,169,118,89,17-17-17
43.1,42.2,26.5,Loamy,Tomato,120,230,137,17-17-17
15.5,36.9,70.9,Sandy,Wheat,4,245,256,Urea
36.4,53.8,88.4,Sandy,Coffee,1,202,153,Urea
13.5,31.1,23.3,Loamy,Tomato,256,247,249,17-17-17
29.8,67.6,15.0,Loamy,Ground Nuts,264,206,109,17-17-17
15.6,44.4,49.3,Red,Cotton,58,209,192,28-28
24.8,89.2,79.8,Loamy,Cotton,95,29,169,28-28
34.5,39.1,50.1,Red,Tobacco,95,277,137,17-17-17
12.5,81.2,85.0,Red,Oil seeds,292,256,62,17-17-17
29.7,24.1,57.0,Sandy,Cotton,300,90,164,28-28
15.5,73.2,62.2,Clayey,Oil seeds,153,170,111,17-17-17
24.9,88.3,33.6,Clayey,Tomato,45,235,295,Urea
18.3,80.0,22.4,Clayey,Coffee,80,104,259,17-17-17
11.6,87.6,86.3,Black,Ground Nuts,69,187,291,17-17-17
39.5,22.8,52.0,Clayey,Mango,9,116,45,Urea
27.3,21.9,32.5,Loamy,Sugarcane,240,24,80,20-20
27.2,61.2,29.2,Sandy,Cotton,66,247,209,28-28
27.5,33.0,41.5,Sandy,Millets,289,169,153,17-17-17
12.6,68.2,24.0,Clayey,Ground Nuts,217,222,242,17-17-17
33.4,60.4,49.8,Red,Wheat,186,292,168,17-17-17
